municipality,ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_20
420785,2,4,-,2,-,-,-,-,7,3,-,-,-,-,-,-,-,2,-
420790,1,14,2,3,1,1,-,-,16,4,5,-,-,1,-,2,-,6,8
420800,2,12,-,4,-,-,-,-,11,4,1,-,-,2,-,1,-,1,5
420810,15,26,-,12,6,5,-,-,30,24,8,1,-,3,-,1,3,3,21
420820,321,310,4,113,17,51,-,-,299,79,44,3,4,55,3,19,17,25,150
420830,115,85,1,25,7,19,-,-,75,20,11,1,-,11,-,2,-,8,53
420840,6,18,-,8,2,5,-,-,18,5,2,-,-,1,-,1,-,1,10
420845,26,31,-,11,2,3,-,-,33,11,3,1,1,4,-,5,-,8,28
420850,25,24,1,5,2,5,-,-,41,18,3,2,-,4,-,5,1,8,29
420860,5,5,-,2,2,1,-,-,4,2,4,-,1,-,-,-,1,-,2
420870,12,21,1,7,-,-,-,-,27,6,1,-,-,5,-,-,-,1,8
420880,33,27,1,4,-,-,-,-,51,25,14,-,-,6,-,1,-,4,19
420890,123,189,4,46,3,31,-,-,179,91,44,2,8,31,1,17,7,23,79
420895,2,2,-,-,-,1,-,-,3,4,-,-,-,-,-,-,-,-,1
420900,18,39,2,12,-,5,-,-,51,20,9,1,-,11,-,1,1,5,5
420910,585,718,11,145,20,174,-,-,861,240,173,7,23,83,6,38,21,45,274
420915,7,9,-,-,-,1,-,-,9,4,-,-,-,2,-,-,1,4,3
420917,2,2,-,2,-,-,-,-,3,1,-,-,-,-,-,1,-,-,2
420920,1,6,-,1,-,-,-,-,5,1,-,-,-,1,-,-,-,2,2
420930,242,243,5,81,18,27,-,1,366,113,71,1,5,45,2,23,6,45,85
420940,66,66,3,26,2,12,-,-,92,60,18,3,1,12,-,1,5,7,20
420945,1,1,-,-,1,3,-,-,6,1,1,-,-,-,-,-,-,-,2
420950,1,5,-,3,-,2,-,-,6,6,2,-,1,2,-,2,-,2,8
420960,20,27,-,7,-,3,-,-,45,9,4,1,1,2,-,4,-,4,9
420970,7,14,-,9,1,3,-,-,22,8,6,-,-,2,-,1,-,-,21
420980,-,6,1,-,2,-,-,-,5,3,-,-,-,-,-,-,-,1,-
420985,4,9,-,3,3,2,-,-,10,2,1,-,-,2,-,1,-,2,4
420990,4,16,-,3,2,-,-,-,20,9,6,1,1,1,-,1,-,-,12
421000,4,16,-,2,-,1,-,-,15,3,5,-,-,1,-,3,-,2,11
421003,2,16,1,2,-,2,-,-,6,3,1,-,-,1,-,-,1,-,9
421005,1,3,-,1,-,1,-,-,5,-,-,-,-,-,-,1,-,1,-
421010,24,88,-,19,4,10,-,1,119,42,16,3,2,9,-,5,3,12,37
421020,3,5,-,-,-,-,-,-,11,2,-,-,-,-,-,-,-,1,6
421030,3,19,-,5,2,2,-,-,22,3,4,-,-,1,-,-,-,1,3
421040,10,8,-,3,-,2,-,-,17,4,1,-,-,-,-,1,1,-,6
421050,24,38,1,10,3,7,-,-,51,14,4,1,-,3,-,2,1,1,25
421055,1,5,-,-,-,-,-,-,3,-,1,-,-,-,-,-,-,1,1
421060,10,22,2,6,1,7,-,-,27,14,2,-,1,13,-,3,-,4,16
421070,1,8,-,-,-,1,-,-,7,-,-,-,-,1,-,-,-,-,1
421080,13,13,-,2,-,1,-,-,11,4,4,-,-,-,-,-,1,1,6
421085,3,6,-,3,-,2,-,-,6,3,1,-,-,-,-,1,1,-,1
421090,2,7,-,1,-,-,-,-,18,2,1,-,-,-,-,-,-,-,4
421100,3,12,-,2,-,1,-,-,22,14,3,-,-,3,-,2,2,3,12
421105,11,14,-,4,-,4,-,-,14,6,5,-,1,4,-,-,-,5,9
421110,7,16,1,6,2,-,-,-,13,7,5,1,-,1,-,-,-,2,14
421120,22,21,1,8,-,3,-,-,32,18,5,-,-,2,-,-,1,3,11
421125,-,4,-,1,-,1,-,-,1,1,-,-,-,-,-,-,-,1,-
421130,88,81,-,24,3,8,-,-,118,39,21,-,-,17,1,9,5,7,69
421140,6,4,-,2,-,4,-,-,8,-,2,-,-,2,-,-,-,-,3
421145,1,11,-,-,-,-,-,-,9,5,1,-,1,-,-,-,-,3,5
421150,10,23,1,5,1,2,-,-,26,15,2,-,-,4,-,-,-,3,5
421160,13,20,1,3,-,1,-,-,23,15,1,-,-,1,-,-,-,1,7
421165,-,2,-,-,-,-,-,-,6,1,1,-,-,-,-,-,-,-,-
421170,33,21,2,9,-,4,-,-,49,8,8,-,2,3,1,3,2,1,10
421175,15,28,1,6,-,2,-,-,24,11,6,-,-,6,-,3,2,16,15
421180,8,14,-,2,-,3,-,-,14,12,5,-,1,1,-,-,-,2,3
421185,7,5,-,3,-,2,-,-,3,-,2,-,-,-,-,-,-,1,1
421187,2,1,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,2,-
421189,1,1,-,1,-,-,-,-,1,2,-,-,-,1,-,-,-,7,3
421190,133,193,2,45,8,26,-,-,261,84,41,7,7,18,-,18,11,10,92
421200,6,9,-,7,1,1,-,-,6,6,1,-,-,-,-,1,-,-,8
421205,1,7,-,2,-,-,-,-,2,3,-,-,-,1,-,1,-,3,-
421210,15,19,-,6,1,2,-,-,32,22,3,-,-,3,-,1,2,13,18
421220,12,35,-,8,4,-,-,-,33,17,6,-,-,4,-,2,1,16,12
421223,2,5,-,-,1,1,-,-,5,4,1,-,-,1,-,-,-,5,4
421225,8,12,-,-,-,1,-,-,11,7,3,-,-,5,-,-,-,2,4
421227,1,4,-,-,-,-,-,-,5,5,1,-,-,3,-,-,-,-,4
421230,9,9,-,1,1,1,-,-,13,6,3,-,-,2,-,1,-,3,2
421240,9,9,-,3,1,1,-,-,7,4,1,-,-,1,-,-,1,2,2
421250,37,44,-,16,4,8,-,-,61,23,12,1,-,6,-,1,2,6,20
421260,1,5,-,3,1,1,-,-,16,-,1,-,-,2,-,-,-,1,-
421265,8,20,-,3,-,3,-,-,18,8,2,1,1,5,-,3,1,1,6
421270,7,9,-,6,-,2,-,-,14,9,3,-,-,1,-,1,-,-,5
421290,5,26,1,5,1,1,-,-,20,7,4,1,-,2,-,1,1,-,20
421300,1,4,-,3,-,1,-,-,11,4,2,-,-,1,-,-,-,-,2
421310,1,7,-,1,-,-,-,-,3,4,4,1,-,-,-,-,-,3,2
421315,1,6,-,1,-,1,-,-,4,1,1,-,-,-,-,1,-,1,3
421320,20,45,2,13,4,9,-,-,62,19,9,2,-,8,-,1,1,4,13
421330,5,5,-,3,2,-,-,-,14,2,2,-,-,1,-,1,-,4,7
421335,1,1,-,1,-,1,-,-,3,2,3,-,-,1,-,-,-,1,-
421340,14,19,1,6,1,2,-,-,10,7,4,-,-,3,-,4,-,1,12
421350,24,20,-,5,2,2,-,-,34,7,7,-,-,4,1,2,1,19,14
421360,19,52,-,13,10,4,-,-,70,19,13,-,2,3,-,5,1,3,17
421370,13,18,3,6,2,2,-,-,25,11,5,-,-,4,-,-,2,3,10
421380,5,5,1,1,1,2,-,-,15,6,5,-,-,3,-,1,1,7,2
421390,3,4,-,1,-,-,-,-,3,1,1,-,-,1,-,-,-,1,1
421400,18,26,1,9,-,1,-,-,39,14,4,-,1,6,-,-,1,5,31
421410,2,5,-,1,-,-,-,-,7,3,-,-,-,1,-,1,-,1,1
421415,-,2,1,4,-,-,-,-,2,3,-,-,-,-,-,-,-,1,2
421420,9,16,-,4,-,1,-,-,13,6,3,-,-,-,-,1,-,3,3
421430,3,6,-,-,-,-,-,-,3,1,1,-,-,1,-,-,-,-,5
421440,6,12,-,6,-,2,-,-,12,3,2,-,-,1,-,-,-,-,3
421450,5,9,-,3,1,2,-,-,8,3,-,-,1,1,-,1,-,-,2
421460,2,13,-,4,-,2,-,-,25,11,1,1,-,3,-,2,-,1,7
421480,45,80,-,33,7,12,-,-,121,29,27,1,1,12,1,-,2,2,47
421470,8,9,1,8,2,-,-,-,21,7,4,-,-,2,-,-,1,8,5
421490,4,8,-,1,-,1,-,-,8,2,1,-,-,-,-,-,-,-,2
421500,13,52,2,20,2,11,-,-,64,33,13,1,-,11,-,-,1,13,25
421505,3,4,-,1,-,-,-,-,6,-,-,-,-,-,-,-,-,-,2
421507,4,8,-,3,-,1,-,-,9,2,1,-,-,1,-,-,-,1,7
421510,6,20,-,6,-,2,-,-,19,9,2,-,-,2,-,-,-,2,12
421520,1,10,-,4,1,3,-,-,7,5,1,-,-,1,-,-,-,6,2
421530,3,11,1,7,1,-,-,-,17,10,2,1,-,3,-,-,-,-,5
421535,1,6,-,1,1,-,-,-,6,2,1,-,1,1,-,-,-,3,2
421540,4,6,-,1,-,1,-,-,6,3,-,-,-,1,-,1,1,2,4
421545,9,14,-,6,1,-,-,-,22,8,3,1,-,1,-,-,-,2,10
421550,13,24,2,15,3,5,-,-,24,6,6,-,1,-,-,5,-,-,16
421555,1,2,1,2,-,-,-,-,2,1,1,-,-,-,-,-,-,2,1
421560,4,7,-,2,-,1,-,-,2,-,-,-,-,-,-,1,-,-,1
421565,10,9,-,1,1,3,-,-,18,9,2,-,-,4,-,1,-,2,10
421567,1,7,-,1,-,2,-,-,17,10,-,-,-,1,-,1,1,1,4
421568,1,9,1,1,-,-,-,-,4,3,1,-,1,-,-,-,-,1,2
421569,2,3,-,-,-,1,-,-,3,1,1,-,-,-,-,-,-,-,1
421570,37,34,-,15,-,5,-,-,48,11,10,-,-,6,-,1,1,1,19
421580,41,100,1,25,14,11,-,-,144,53,31,2,1,15,-,5,3,21,48
421575,-,6,-,5,-,1,-,-,5,-,1,1,-,-,-,-,-,2,2
421590,3,4,-,4,-,-,-,-,8,4,3,-,1,-,-,-,-,-,5
421600,6,20,1,8,2,2,-,-,16,15,2,1,-,1,-,-,1,5,10
421605,2,3,-,1,1,2,-,-,10,6,1,1,-,1,-,-,-,2,10
421610,1,11,-,4,2,2,-,-,9,10,4,1,-,2,-,-,-,7,4
421620,57,68,-,24,1,8,-,-,103,26,15,3,1,12,-,7,1,6,39
421630,30,35,-,17,-,10,-,-,38,14,4,-,-,2,-,4,-,9,19
421635,4,3,-,3,-,-,-,-,4,1,1,-,-,1,-,-,-,2,4
421625,5,14,-,1,-,1,-,-,7,4,-,-,-,3,-,-,-,1,6
421640,6,5,-,1,-,2,-,-,15,5,1,-,-,3,-,1,1,4,4
421650,25,36,1,7,1,3,-,-,46,19,16,1,-,5,-,5,-,8,30
421660,238,344,1,75,5,58,-,-,414,143,75,8,5,30,1,12,9,14,114
421670,4,12,1,6,-,3,-,-,32,8,5,-,1,1,-,-,1,3,11
421680,4,14,-,2,-,2,-,-,13,6,2,1,1,1,-,2,3,4,7
421690,9,6,1,2,-,2,-,-,18,3,2,-,-,2,1,5,2,-,7
421700,11,15,-,3,1,4,-,-,6,2,-,-,1,2,-,1,-,-,7
421710,6,6,1,-,1,1,-,-,14,3,2,-,-,1,-,-,-,-,4
421715,-,3,-,-,-,1,-,-,2,3,-,-,-,-,-,-,-,-,-
421720,19,44,1,6,2,10,-,-,57,27,18,-,-,9,-,-,2,13,22
421725,5,9,-,-,-,2,-,-,11,1,1,-,-,1,-,-,-,1,5
421730,1,14,-,2,1,1,-,-,19,4,4,-,-,2,-,-,-,-,12
421740,9,24,1,4,-,3,-,-,25,9,3,1,-,1,1,3,-,1,4
421750,5,25,-,6,1,6,-,-,17,9,6,-,1,1,-,1,2,5,11
421755,1,3,-,2,-,3,-,-,5,2,-,-,-,1,-,-,1,-,2
421760,23,24,-,4,-,3,-,-,42,10,5,1,-,3,-,3,3,2,5
421770,29,30,1,19,2,11,-,-,47,18,12,-,2,4,1,2,1,2,17
421775,1,4,-,1,-,-,-,-,7,3,1,-,-,-,-,-,-,-,1
421780,13,29,2,7,-,3,-,-,41,19,5,-,-,5,-,-,-,2,9
421790,8,13,-,4,-,5,-,-,14,6,4,-,-,2,-,1,-,2,5
421795,-,2,-,4,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1
421800,48,53,-,15,-,5,-,-,70,29,7,-,1,10,-,4,2,3,40
421810,10,11,-,1,-,2,-,-,14,4,4,-,1,1,-,-,-,2,6
421820,25,56,3,11,4,6,-,-,74,30,9,2,-,10,-,-,2,13,18
421825,4,11,1,4,-,1,-,-,17,2,3,1,-,2,-,2,-,1,8
421830,10,22,-,8,2,3,-,-,31,16,7,-,-,3,1,1,3,9,16
421835,5,8,-,-,-,-,-,-,8,4,1,-,-,2,-,-,-,-,1
421840,6,4,-,4,-,2,-,-,15,3,2,-,-,1,-,-,-,-,1
421850,2,5,-,3,-,4,-,-,4,3,1,-,-,-,-,-,1,1,7
421860,8,12,-,4,2,2,-,-,13,10,3,-,-,1,-,-,-,-,6
421870,229,145,3,18,6,29,-,-,185,106,38,9,4,18,2,2,1,7,53
421875,2,6,-,-,-,5,-,-,4,4,3,-,-,-,-,2,-,1,2
421880,12,21,-,1,-,5,-,-,19,13,5,-,-,2,-,2,1,2,9
421885,3,1,1,-,-,1,-,-,4,-,2,-,-,-,-,-,-,1,1
421890,5,16,-,3,1,2,-,-,25,9,6,-,2,3,-,1,1,4,9
421895,-,4,-,3,-,-,-,-,8,5,-,-,-,-,-,-,-,2,1
421900,32,37,1,10,-,7,-,-,45,18,11,2,-,1,1,2,1,-,12
421910,5,4,-,4,-,1,-,-,10,2,1,-,-,-,-,1,-,-,3
421915,2,7,-,3,-,-,-,-,2,2,1,-,-,1,-,-,-,2,-
421917,5,5,-,-,-,1,-,-,8,-,2,-,-,-,-,-,-,5,3
421920,3,8,-,1,-,-,-,-,12,11,1,1,-,3,-,1,1,-,7
421930,34,58,-,20,7,14,-,-,74,30,22,-,-,11,-,7,4,8,31
421935,3,6,-,-,1,-,-,-,5,2,1,1,-,2,-,1,-,2,4
421940,2,3,1,2,1,-,-,-,8,3,-,-,-,-,-,-,1,-,1
421950,53,65,-,21,6,7,-,-,61,33,14,2,-,13,-,4,2,13,48
421960,2,5,-,3,-,2,-,-,3,2,-,-,-,-,-,-,-,-,2
421970,34,37,1,9,-,6,-,-,40,25,11,-,-,3,1,5,3,9,18
421985,4,4,-,-,-,2,-,-,4,2,1,1,-,1,-,-,-,-,4
420000,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,3,6
430003,-,12,-,11,1,-,-,-,11,3,-,-,-,-,-,1,-,-,3
430005,6,1,-,2,-,3,-,-,4,4,1,-,-,-,1,1,1,-,3
430010,5,37,3,8,1,4,-,-,66,11,7,-,-,-,1,1,-,2,14
430020,5,18,-,3,-,1,-,-,23,6,2,-,-,2,-,1,1,1,3
430030,7,20,1,4,2,1,-,-,31,4,1,1,-,4,-,1,-,-,10
430040,59,143,1,24,4,8,-,-,147,73,20,-,1,17,-,4,4,97,38
430045,3,7,-,1,2,2,-,-,13,5,2,-,-,-,-,-,-,1,2
430047,1,2,-,1,1,-,-,-,6,2,1,-,-,-,-,-,1,2,2
430050,2,11,1,5,2,2,-,-,14,8,6,1,-,3,-,1,-,-,6
430055,1,3,-,-,-,-,-,-,2,1,-,-,-,1,-,-,-,-,1
430057,1,4,-,2,-,1,-,-,6,1,2,-,-,1,-,-,-,2,1
430060,317,296,1,155,31,75,-,-,353,96,56,5,8,40,1,25,7,19,211
430063,2,10,1,5,4,-,-,-,10,5,1,-,-,1,-,-,-,5,9
430064,1,12,-,3,-,-,-,-,14,5,4,-,-,4,-,2,-,-,6
430066,-,8,-,1,-,1,-,-,3,1,1,-,-,-,-,-,-,2,-
430070,1,15,-,4,-,2,-,-,15,3,4,-,1,4,-,1,-,2,6
430080,13,32,-,4,2,3,-,-,33,13,4,1,-,-,-,-,-,-,6
430085,1,12,-,4,-,-,-,-,14,-,1,-,-,-,-,-,-,-,2
430087,12,8,-,2,1,2,-,-,7,6,3,-,-,-,-,-,-,4,4
430090,4,14,-,7,1,3,-,-,11,6,3,-,-,2,-,-,-,1,4
430100,16,25,-,11,1,5,-,-,39,15,8,-,3,4,-,2,2,3,20
430107,2,6,-,-,-,-,-,-,9,2,-,1,-,1,-,-,-,2,1
430105,13,20,1,7,-,2,-,-,23,6,4,-,-,4,-,-,-,3,8
430120,4,15,1,6,2,-,-,-,30,11,-,-,2,1,-,-,2,1,18
430110,19,20,2,5,3,-,-,-,29,12,7,1,-,5,-,1,-,3,9
430130,9,41,1,14,4,8,-,-,35,19,11,2,1,7,-,-,-,7,6
430140,14,17,1,5,-,2,-,-,26,4,6,-,-,3,-,1,2,2,6
430150,6,17,-,3,-,3,-,-,11,7,4,-,-,5,-,-,-,-,5
430155,3,4,-,3,1,1,-,-,10,4,3,-,-,1,-,1,-,1,2
430160,73,276,6,88,18,52,-,-,355,119,58,3,4,22,1,8,4,4,42
430163,22,18,-,9,4,4,-,-,27,7,7,-,-,1,-,1,-,11,9
430165,3,15,-,1,-,-,-,-,12,2,5,1,-,-,-,-,-,1,3
430170,7,12,-,3,1,4,-,-,18,7,1,-,-,1,-,1,-,2,4
430175,1,3,-,2,1,1,-,-,18,5,2,2,-,2,-,-,-,-,4
430185,1,3,-,2,-,1,-,-,4,2,2,-,-,1,-,-,-,-,2
430187,1,6,1,2,-,-,-,-,2,2,2,-,-,-,-,-,-,3,-
430190,26,22,-,4,2,5,-,-,34,16,3,-,-,2,-,-,1,6,12
430192,1,6,-,-,-,1,-,-,5,-,-,-,-,1,-,-,-,-,-
430195,4,4,-,3,-,1,-,-,2,2,1,-,-,1,-,-,-,-,1
430180,4,10,-,1,-,1,-,-,9,5,4,-,-,3,-,-,-,-,7
430200,4,21,1,9,2,-,-,-,28,11,6,-,-,3,-,2,1,2,15
430205,-,3,-,-,1,-,-,-,-,3,1,-,-,-,-,-,-,-,1
430210,159,173,1,76,6,39,-,-,148,26,33,1,8,15,-,9,7,8,85
430215,1,4,-,1,-,-,-,-,2,-,1,-,-,-,-,-,-,3,4
430220,4,12,-,2,-,-,-,-,16,6,2,-,-,3,-,1,-,1,7
430222,1,4,-,1,-,-,-,-,4,1,-,-,-,-,-,-,-,1,2
430223,1,5,1,2,-,-,-,-,2,2,1,-,-,-,-,-,1,-,2
430225,1,9,-,-,-,1,-,-,1,2,1,-,-,-,-,-,-,-,4
430230,12,22,-,5,1,1,-,-,29,7,5,-,-,5,-,2,1,9,12
430235,14,14,-,8,2,4,-,-,18,5,5,-,-,3,-,-,-,4,9
430237,-,4,-,2,-,1,-,-,9,8,-,-,-,2,-,-,-,-,4
430240,11,27,-,10,1,2,-,-,40,9,2,-,-,4,-,-,2,1,7
430245,4,8,-,8,-,1,-,-,16,6,4,-,-,3,-,-,-,3,3
430250,1,16,-,5,2,-,-,-,17,9,4,-,-,-,-,3,-,1,10
430258,-,8,-,-,1,1,-,-,9,5,-,-,-,-,-,-,-,2,1
430260,-,4,1,2,-,3,-,-,11,1,4,-,1,-,-,-,1,-,1
430265,2,6,-,5,-,1,-,-,19,7,1,-,-,3,-,-,-,1,8
430270,34,34,-,17,2,2,-,-,48,12,5,-,-,8,-,1,-,7,11
430280,23,71,-,26,2,14,-,-,131,42,25,1,1,14,-,3,-,4,22
430290,4,29,-,9,1,2,-,-,26,8,6,-,-,1,-,1,1,1,8
430300,46,154,3,64,10,47,-,-,229,86,34,4,7,29,-,4,3,54,45
430310,178,193,1,81,10,54,-,-,206,57,48,3,5,42,1,7,6,39,63
430320,1,6,-,3,1,2,-,-,9,5,-,-,-,1,-,-,-,3,3
430330,4,13,-,5,-,1,-,-,8,5,-,-,-,2,-,-,1,-,5
430340,3,12,-,-,-,1,-,-,7,5,2,-,-,2,-,-,-,-,5
430350,49,103,5,41,11,22,-,-,117,65,24,3,2,19,-,2,4,19,36
430355,1,8,-,1,-,2,-,-,5,6,-,-,-,-,-,-,-,-,3
430360,3,13,-,4,1,1,-,-,15,2,3,-,-,-,-,-,-,4,2
430367,-,1,-,-,-,1,-,-,8,1,3,-,-,-,-,1,1,3,2
430370,4,11,-,3,-,1,-,-,22,4,5,-,-,4,-,1,-,1,3
430380,2,23,1,3,-,1,-,-,13,6,5,1,1,-,-,1,-,3,4
430390,91,119,3,30,2,28,-,-,100,53,21,3,1,11,-,1,2,12,32
430400,3,7,-,9,-,-,-,-,9,4,5,-,1,2,-,-,-,3,4
430410,3,9,-,-,1,-,-,-,5,1,2,-,-,1,-,-,-,-,5
430420,22,55,1,18,1,7,-,-,101,28,14,-,-,1,-,1,1,7,29
430430,-,15,-,1,-,6,-,-,18,3,3,-,-,1,-,-,-,-,9
430435,2,18,1,9,-,1,-,-,16,12,1,-,-,-,-,2,1,-,5
430440,46,61,-,25,9,16,-,-,81,27,13,-,-,6,-,5,1,-,36
430450,30,84,-,27,3,10,-,-,143,30,10,1,-,15,-,2,1,71,42
430460,572,554,5,194,21,128,-,-,624,209,128,11,10,83,1,20,20,103,236
430461,2,4,1,2,1,1,-,-,3,2,-,-,-,-,-,-,1,-,3
430462,1,2,-,2,-,-,-,-,7,2,-,-,-,1,-,-,-,-,1
430463,76,83,-,25,3,8,-,-,82,23,13,2,1,16,-,7,1,30,38
430465,-,6,-,-,-,-,-,-,3,3,1,1,-,-,-,-,-,1,2
430466,40,41,1,13,1,6,-,-,54,20,12,1,-,4,-,4,1,31,20
430468,9,11,-,6,-,5,-,-,14,9,6,-,1,1,-,1,1,1,8
430469,3,3,-,1,-,1,-,-,4,2,1,-,-,-,-,-,-,1,2
430467,6,5,-,3,-,1,-,-,5,2,2,-,-,1,-,-,-,6,1
430471,13,8,-,1,-,4,-,-,12,4,1,-,-,1,-,1,-,-,3
430470,56,112,-,31,-,28,-,-,139,47,27,3,3,11,2,5,3,15,51
430480,23,28,1,8,-,13,-,-,30,12,16,-,3,2,1,1,3,1,9
430485,3,6,-,-,-,3,-,-,5,1,-,-,-,-,-,-,-,-,4
430490,10,18,-,2,1,1,-,-,12,11,2,-,-,1,-,2,-,1,8
430495,3,3,-,2,-,1,-,-,8,2,2,-,1,-,-,-,-,-,3
430500,9,22,-,6,-,3,-,-,24,7,1,-,-,2,-,1,2,5,6
430510,410,726,8,188,81,217,-,-,527,291,134,16,11,112,1,25,15,113,279
430511,-,2,-,-,-,-,-,-,9,4,2,-,-,2,-,-,-,-,3
430512,6,11,-,3,-,1,-,-,11,6,3,-,1,1,-,-,-,8,-
430513,-,6,-,1,-,4,-,-,19,3,1,-,-,-,-,-,1,1,2
430515,3,3,-,8,-,1,-,-,6,3,-,-,-,-,-,1,-,-,1
430517,4,20,-,14,6,2,-,-,14,6,3,-,-,1,-,-,-,1,5
430520,4,28,1,8,2,6,-,-,40,5,6,-,-,6,-,-,-,1,19
430530,7,18,1,5,-,1,-,-,15,14,2,-,-,4,-,1,2,-,6
430535,37,59,-,16,-,8,-,-,74,26,17,2,1,7,-,2,1,4,19
430537,13,6,-,1,-,2,-,-,11,3,5,-,-,-,-,-,-,-,1
430540,3,9,-,4,-,4,-,-,15,2,2,-,-,-,-,-,-,-,1
430543,-,2,-,1,-,-,-,-,6,1,1,-,-,-,-,-,-,1,-
430544,1,8,-,2,-,1,-,-,8,2,-,-,-,1,-,-,1,2,3
430545,25,24,-,15,1,6,-,-,33,18,6,-,-,5,-,1,-,29,17
430550,5,6,-,4,-,2,-,-,15,4,1,-,-,1,-,-,-,-,4
430558,-,6,-,1,1,1,-,-,9,4,4,-,-,1,-,-,-,-,1
430560,4,4,-,2,-,-,-,-,6,3,1,-,-,3,-,2,-,-,1
430570,5,13,-,6,-,5,-,-,11,4,1,-,-,2,-,-,-,3,2
430580,6,17,-,6,-,4,-,-,23,7,5,-,-,1,-,-,1,1,10
430583,1,6,-,-,-,4,-,-,8,3,1,-,-,-,-,-,-,-,1
430585,1,2,-,1,-,1,-,-,4,-,1,-,-,1,-,-,-,2,1
430587,-,5,-,2,1,1,-,-,4,1,1,-,-,1,-,-,-,-,2
430590,5,11,-,4,-,2,-,-,23,3,4,-,-,2,1,-,-,1,3
430593,1,2,-,1,-,1,-,-,2,1,-,-,-,1,-,-,-,-,2
430595,1,11,-,5,1,-,-,-,8,1,-,-,-,1,-,1,-,2,2
430597,6,2,-,1,-,1,-,-,4,5,-,-,-,1,1,-,-,-,4
430600,7,28,-,11,-,2,-,-,43,10,2,-,1,2,-,-,-,4,11
430605,7,14,-,4,1,3,-,-,12,11,4,-,-,2,-,-,-,7,4
430607,-,4,-,1,-,-,-,-,5,5,1,-,-,1,-,-,-,-,8
430610,83,100,7,62,6,25,-,-,98,43,21,-,-,15,1,7,2,47,53
430613,2,7,-,-,-,2,-,-,4,-,-,-,-,-,-,-,-,-,1
430620,6,21,-,8,-,6,-,-,30,16,9,-,1,9,-,1,-,2,14
430630,2,7,-,2,-,3,-,-,12,1,3,-,1,1,-,-,-,-,5
430632,1,3,-,3,-,-,-,-,7,3,4,-,-,1,-,-,1,2,5
430635,1,6,-,1,1,-,-,-,11,1,-,-,-,-,-,-,-,-,2
430637,1,10,-,4,-,2,-,-,2,1,1,-,-,-,-,-,-,6,2
430640,23,49,2,7,3,10,-,-,49,18,10,-,-,4,-,4,2,3,15
430642,1,5,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,2,2
430645,1,7,-,3,-,-,-,-,9,4,1,-,-,1,-,1,-,-,4
430650,9,28,2,8,1,5,-,-,32,19,4,-,-,-,-,1,3,-,12
430660,13,89,1,32,2,16,-,-,96,29,21,1,1,13,-,3,-,5,15
430655,4,8,-,-,-,-,-,-,8,3,3,-,-,-,-,-,-,3,2
430670,4,6,-,2,-,3,-,-,15,4,1,-,-,-,-,-,-,7,2
430673,6,11,-,4,1,3,-,-,18,8,2,-,-,3,-,-,-,1,-
430675,1,3,-,-,-,1,-,-,6,3,-,-,-,-,-,-,-,-,-
430676,53,44,1,30,4,5,-,-,50,27,7,-,2,8,-,1,5,7,25
430680,22,51,-,11,-,12,-,-,41,7,8,-,1,6,1,1,-,4,16
430690,15,52,1,18,4,4,-,-,58,37,12,-,-,1,-,1,-,17,17
430692,-,1,-,-,-,-,-,-,4,-,-,-,-,1,-,-,-,-,2
430695,5,10,-,1,1,2,-,-,5,3,-,-,-,-,-,-,-,-,3
430693,7,18,-,4,-,4,-,-,15,9,2,1,1,4,-,-,1,9,10
430697,1,10,2,-,-,-,-,-,3,1,2,-,-,-,-,-,-,1,4
430700,95,169,-,42,7,25,-,-,155,72,34,1,-,23,1,11,9,60,83
430705,-,6,-,1,-,-,-,-,6,2,-,-,-,-,-,-,-,1,2
430720,2,11,-,6,-,2,-,-,14,6,2,-,-,-,-,-,-,1,6
430730,3,11,1,3,1,1,-,-,16,7,6,-,-,2,-,2,-,-,5
430740,1,3,-,2,-,-,-,-,3,3,2,1,-,-,-,1,-,-,3
430745,9,11,-,2,1,2,-,-,13,4,-,-,-,-,-,1,-,1,2
430750,12,30,-,5,1,12,-,-,41,6,8,-,-,8,-,-,1,1,13
430755,8,4,-,2,-,-,-,-,14,1,6,-,-,1,-,2,-,5,2
430760,52,72,-,23,4,12,-,-,52,25,11,-,-,10,-,2,2,5,23
430770,146,143,2,42,1,23,-,-,145,65,23,1,1,28,-,1,3,10,46
430780,23,53,-,20,2,23,-,-,43,17,12,1,1,10,-,3,-,1,27
430781,-,4,-,3,-,1,-,-,8,4,-,-,-,1,-,-,-,-,6
430783,-,3,-,2,1,1,-,-,8,3,2,-,-,-,-,-,-,-,2
430786,3,5,-,2,1,-,-,-,7,1,1,-,-,-,-,-,-,1,-
430790,48,126,4,35,3,23,-,-,109,39,29,3,5,14,-,1,3,9,60
430800,3,10,-,1,1,1,-,-,12,4,1,-,1,-,-,1,-,3,7
430805,1,2,-,2,-,-,-,-,3,3,2,-,-,-,-,-,-,-,2
430807,2,6,-,4,-,1,-,-,4,2,1,-,1,-,-,-,-,1,7
430810,15,21,1,8,4,9,-,-,23,9,6,-,1,7,-,-,-,4,13
