municipality,ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_20
411640,3,4,-,2,-,2,-,-,6,2,2,-,-,1,-,-,-,2,4
411650,-,4,-,-,-,-,-,-,5,1,1,-,-,-,-,-,-,-,-
411660,2,8,-,1,3,-,-,-,10,3,3,-,-,2,-,-,-,1,3
411670,1,16,-,4,-,3,-,-,38,16,5,-,-,2,-,1,-,1,11
411680,2,6,-,-,-,-,-,-,16,3,2,-,1,-,-,4,-,1,3
411690,10,37,-,12,3,4,-,-,69,15,14,1,1,5,-,4,-,10,25
411695,-,8,-,-,1,-,-,-,12,3,1,-,-,1,-,-,1,-,1
411700,3,10,-,2,3,2,-,-,22,7,4,-,-,2,-,2,-,4,4
411705,3,16,-,3,-,1,-,-,23,11,2,-,-,1,-,3,3,8,17
411710,2,18,-,9,2,8,-,-,25,3,3,-,-,-,-,1,1,6,6
411720,2,5,-,-,-,3,-,-,12,11,3,-,-,-,-,-,-,2,2
411721,-,7,-,1,1,-,-,-,14,3,-,-,-,-,-,1,-,1,7
411722,-,11,-,7,-,1,-,-,20,5,5,-,-,-,-,-,-,1,9
411725,-,13,1,6,-,3,-,-,16,12,6,-,-,1,1,-,-,4,10
411727,-,9,-,6,1,-,-,-,20,9,4,-,1,2,-,1,1,5,9
411729,1,5,1,-,-,1,-,-,5,2,1,-,-,-,-,1,-,-,-
411730,2,23,1,5,-,2,-,-,48,17,9,-,1,5,-,6,-,7,24
411740,-,4,2,1,-,1,-,-,8,3,1,-,-,1,-,-,-,1,3
411745,1,3,-,1,1,1,-,-,12,1,-,-,-,1,-,-,-,1,7
411750,6,39,1,13,3,8,-,-,57,29,15,-,2,5,1,1,4,10,33
411760,9,43,-,9,1,3,-,-,60,27,21,1,-,5,1,2,4,27,37
411770,3,49,1,11,5,3,-,-,74,21,12,-,-,1,1,4,1,24,26
411780,1,20,1,4,1,1,-,-,25,14,5,-,-,2,-,2,2,4,10
411790,8,37,1,6,1,8,-,-,52,13,12,-,1,3,2,1,3,7,23
411800,-,11,-,5,2,5,-,-,45,9,5,-,-,2,-,1,1,-,13
411810,2,16,1,10,-,4,-,-,20,3,6,-,1,2,-,1,-,4,8
411820,67,148,5,84,6,19,-,-,270,81,40,1,2,11,2,21,6,54,120
411830,1,7,-,1,-,-,-,-,6,-,2,-,-,-,-,1,-,-,1
411840,21,107,5,38,10,16,-,-,178,50,36,-,1,10,1,8,5,12,70
411845,-,8,-,5,-,1,-,-,12,4,2,-,-,1,-,1,-,-,7
411850,3,79,3,14,7,16,-,-,93,47,23,1,-,7,2,8,5,49,41
411860,2,11,-,-,1,-,-,-,17,4,1,-,1,-,-,-,-,3,5
411870,-,20,1,1,-,-,-,-,22,8,2,-,-,1,-,-,1,4,4
411880,1,23,-,1,2,3,-,-,48,4,5,-,-,3,-,-,-,-,14
411885,-,9,-,3,-,3,-,-,7,10,4,-,-,-,-,-,-,-,5
411890,5,11,-,10,-,2,-,-,32,8,3,-,-,3,-,1,-,4,3
411900,1,9,-,3,-,1,-,-,18,8,2,-,-,1,-,-,1,4,5
411910,-,16,-,3,1,4,-,-,14,7,4,-,-,-,-,1,1,1,7
411915,27,130,3,45,13,11,-,-,167,65,32,2,2,12,1,14,2,77,165
411920,1,14,-,1,1,1,-,-,15,2,4,-,-,1,-,1,1,3,6
411925,-,2,-,-,-,-,-,-,10,3,1,-,-,-,1,-,-,1,-
411930,3,28,1,10,4,3,-,-,57,20,1,-,-,2,-,7,2,6,19
411940,3,29,-,14,1,1,-,-,43,22,10,-,1,3,-,2,3,9,13
411950,19,89,-,52,5,12,-,-,121,31,29,-,-,8,-,15,3,57,145
411960,4,40,1,8,4,3,-,-,58,34,10,1,1,3,-,6,3,7,24
411965,1,2,-,1,-,-,-,-,3,1,-,-,-,1,-,-,-,-,2
411970,-,6,-,2,-,-,-,-,8,2,6,-,-,1,-,-,1,1,2
411980,-,25,1,7,-,2,-,-,35,12,1,1,1,1,1,1,1,2,16
411990,73,361,12,98,23,37,1,1,525,202,120,3,4,38,4,50,23,368,229
411995,8,19,-,6,1,1,-,-,37,6,12,-,1,1,-,2,1,24,29
412000,3,16,-,2,5,-,-,-,44,9,5,-,-,5,-,1,1,6,7
412010,-,5,-,2,1,1,-,-,13,2,2,-,1,-,1,1,1,-,9
412015,-,-,-,-,-,-,-,-,5,2,-,-,-,1,-,-,-,2,3
412020,-,-,-,2,1,-,-,-,9,1,-,-,-,-,-,-,-,1,2
412030,1,3,-,2,1,-,-,-,11,5,1,-,-,1,-,-,-,2,3
412033,-,4,-,4,-,2,-,-,8,1,3,1,-,-,-,-,-,-,2
412035,-,4,-,1,1,2,-,-,9,4,3,-,-,1,-,1,1,-,6
412040,2,4,-,2,-,-,-,-,5,1,3,-,-,3,-,-,-,1,6
412050,2,13,1,9,1,-,-,-,32,14,4,1,1,2,-,1,-,-,15
412060,9,72,2,17,9,1,-,-,126,46,11,1,-,4,-,8,1,18,43
412065,-,3,-,3,1,1,-,-,12,4,5,-,-,-,-,-,-,2,3
412070,5,6,1,1,-,-,-,-,29,14,6,-,-,-,-,1,-,-,3
412080,5,22,1,3,1,3,-,-,25,11,6,-,1,4,-,3,1,12,25
412085,2,8,-,2,-,-,-,-,8,5,4,-,-,-,-,-,-,-,4
412090,9,29,-,7,1,2,-,-,45,13,3,1,1,1,-,5,2,7,30
412100,-,9,-,7,-,2,-,-,20,5,3,-,1,-,-,2,3,4,12
412110,4,6,-,3,-,-,-,-,8,5,1,-,1,2,-,-,-,3,7
412120,4,24,-,9,1,-,-,-,32,13,8,-,-,1,-,1,-,12,10
412125,1,4,-,3,-,-,-,-,9,3,2,-,-,-,-,1,-,2,7
412130,-,7,-,3,-,-,-,-,8,8,3,-,-,-,-,-,-,3,1
412135,1,5,-,-,1,1,-,-,5,2,4,-,-,1,-,-,-,-,2
412140,3,28,2,10,1,1,-,-,28,12,6,-,-,3,-,1,1,6,9
412150,-,14,-,13,2,2,-,-,39,10,6,-,-,3,-,2,2,3,10
412160,-,8,-,-,-,-,-,-,18,4,3,-,-,1,-,-,2,-,7
412170,6,19,-,1,1,-,-,-,85,11,8,-,-,3,-,1,4,8,17
412175,-,4,-,-,-,-,-,-,10,4,4,-,-,-,-,2,-,3,5
412180,3,17,-,9,5,2,-,-,31,9,3,-,-,1,-,-,-,5,7
412190,1,22,-,1,4,6,-,-,36,15,9,-,1,3,-,2,-,5,13
412200,-,18,-,4,1,5,-,-,35,18,1,-,1,-,-,4,2,1,5
412210,1,2,1,2,1,1,-,-,11,2,1,-,-,2,-,1,-,1,3
412215,2,15,-,5,1,-,-,-,20,3,4,-,-,-,-,1,1,1,10
412217,-,4,-,-,-,-,-,-,8,3,-,-,-,-,-,-,1,-,1
412220,7,27,2,6,2,7,-,-,40,30,7,-,-,8,-,3,3,46,33
412230,8,36,-,17,2,4,-,-,36,19,9,-,2,5,-,7,2,42,15
412240,14,59,2,35,6,7,-,-,109,58,21,2,-,7,-,7,7,5,61
412250,1,8,-,2,2,2,-,-,35,8,4,-,1,-,1,1,1,3,10
412260,1,10,-,1,1,1,-,-,25,3,3,-,-,1,-,2,-,3,5
412265,-,6,-,2,1,1,-,-,16,4,4,-,-,1,-,1,-,2,5
412270,1,9,-,2,1,-,-,-,15,8,-,-,-,-,-,-,-,-,2
412280,-,11,-,2,-,-,-,-,7,3,1,-,-,1,-,2,1,1,1
412290,2,2,-,5,1,-,-,-,16,1,2,-,-,1,-,-,-,-,2
412300,3,14,-,4,-,2,-,-,24,10,2,-,-,1,-,4,-,2,15
412310,1,1,-,1,-,-,-,-,14,7,-,-,-,-,-,1,-,1,6
412320,-,6,-,4,-,1,-,-,12,2,-,-,-,2,-,-,1,1,1
412330,1,9,1,8,-,1,-,-,24,5,4,-,1,5,-,1,-,1,10
412340,1,14,-,3,1,4,-,-,22,3,2,1,-,-,-,2,1,7,4
412350,2,35,-,7,1,-,-,-,36,8,8,1,2,4,-,1,3,14,28
412360,-,3,-,2,-,1,-,-,8,1,1,-,-,1,-,-,-,2,2
412370,-,12,-,7,-,1,-,-,28,9,3,-,-,2,-,-,1,1,7
412380,1,19,-,4,-,-,-,-,23,10,4,-,-,1,-,1,-,2,7
412382,2,5,-,-,-,1,-,-,18,1,2,-,-,1,-,-,-,-,5
412385,-,10,-,4,-,-,-,-,25,18,3,-,-,1,-,1,1,9,10
412390,6,22,-,9,2,2,-,-,31,13,6,-,-,1,-,2,-,3,8
412395,-,1,-,1,-,-,-,-,11,-,-,-,-,-,-,-,-,-,5
412400,3,10,-,3,-,3,-,-,18,7,2,-,-,1,-,1,-,2,6
412402,2,11,-,1,1,-,-,-,22,8,4,-,-,2,-,-,1,-,12
412405,3,27,2,7,-,2,-,-,24,22,9,-,-,1,-,-,-,6,27
412410,16,41,3,25,4,12,-,-,110,37,10,-,-,6,-,6,3,11,27
412420,1,2,1,2,-,2,-,-,6,3,4,-,-,-,-,-,1,1,2
412430,-,2,-,3,-,-,-,-,4,3,3,-,-,1,-,-,1,2,2
412440,1,19,-,5,-,4,-,-,23,7,3,-,-,1,-,2,-,4,17
412450,2,7,-,2,1,1,-,-,13,3,-,-,1,3,-,-,-,-,4
412460,1,11,-,-,2,1,-,-,16,11,1,1,-,2,-,1,-,1,4
412470,-,9,-,3,1,1,-,-,24,4,7,-,-,1,-,-,1,14,12
412480,4,17,1,5,1,1,-,-,19,8,10,-,1,1,-,-,-,3,6
412490,2,4,-,3,2,1,-,-,11,4,3,-,-,1,-,2,-,2,5
412500,6,14,-,16,3,-,-,-,43,13,4,1,-,3,-,2,-,5,14
412510,2,18,-,3,1,2,-,-,25,10,4,-,-,1,-,-,1,5,5
412520,1,19,-,5,1,-,-,-,20,5,2,-,-,1,-,1,1,-,10
412530,1,7,-,3,-,4,-,-,14,1,3,-,-,2,-,-,1,-,2
412535,2,13,-,8,-,1,-,-,14,6,4,-,-,1,-,1,-,2,4
412540,2,7,-,5,-,-,-,-,21,6,4,-,-,2,-,-,-,-,4
412545,-,4,-,2,1,-,-,-,21,3,4,-,-,-,-,1,-,2,5
412550,40,245,2,78,7,29,-,-,349,111,66,3,5,31,-,29,18,215,303
412555,-,3,-,1,1,-,-,-,5,-,1,-,-,-,-,1,-,-,1
412560,10,49,1,11,2,5,-,-,73,16,15,-,3,6,-,3,1,11,25
412570,3,31,1,16,-,4,-,-,38,20,8,-,1,6,2,2,2,13,30
412575,2,10,-,4,-,-,-,-,17,8,2,-,-,1,-,1,-,6,9
412580,2,8,-,1,3,1,-,-,19,4,7,-,-,-,-,1,1,1,6
412590,1,3,2,3,-,-,-,-,10,1,-,-,-,2,-,-,-,-,1
412600,-,8,1,1,2,1,-,-,25,5,3,-,1,2,-,1,-,2,7
412610,2,2,1,1,1,1,-,-,17,4,4,-,-,1,-,3,-,2,5
412620,-,7,-,2,1,2,-,-,17,6,2,-,-,1,-,-,-,1,6
412625,10,60,2,49,6,9,-,-,162,54,34,-,-,7,3,4,3,15,103
412627,1,3,-,1,-,1,-,-,4,4,4,-,-,-,-,-,-,3,8
412630,5,18,-,16,5,2,-,-,28,9,4,-,-,2,-,1,-,6,14
412635,2,3,-,3,-,2,-,-,7,1,4,-,-,-,-,-,-,1,4
412640,1,8,-,6,-,2,-,-,20,10,4,-,-,1,-,-,-,2,11
412650,5,21,1,10,1,4,-,-,34,10,7,-,1,2,-,2,-,1,11
412660,10,19,1,13,-,2,-,-,51,12,4,-,-,5,-,4,2,2,9
412665,-,6,-,1,-,1,-,-,4,2,1,-,-,-,-,-,1,3,5
412667,3,21,1,2,-,2,-,-,24,8,1,-,-,3,-,1,2,-,13
412670,1,4,-,1,-,1,-,-,9,7,3,-,-,-,-,-,-,2,9
412680,4,11,1,2,2,2,-,-,34,5,9,-,-,4,-,2,-,2,9
412690,2,11,-,3,1,-,-,-,20,7,2,-,-,2,-,2,-,1,1
412700,2,12,-,2,-,1,-,-,19,3,4,-,-,1,-,1,3,10,9
412710,12,72,3,30,9,9,-,-,139,61,32,-,2,17,1,17,7,25,64
412720,1,11,1,12,-,2,-,-,45,19,13,-,-,1,-,3,-,3,10
412730,4,15,-,12,1,3,-,-,56,10,9,-,-,2,-,1,-,3,14
412740,-,13,-,9,2,1,-,-,58,7,4,1,-,4,-,2,3,12,20
412750,2,19,1,19,2,4,-,-,24,10,6,-,-,1,-,-,2,4,21
412760,5,16,-,5,-,6,-,1,38,18,1,-,-,-,-,1,2,9,11
412770,22,115,4,17,3,28,-,-,169,100,41,-,1,10,1,5,4,29,98
412780,5,19,1,5,1,2,-,-,27,10,2,-,-,3,-,-,-,2,6
412785,-,19,-,2,-,3,-,-,26,8,3,-,-,-,-,-,2,-,12
412788,2,7,-,1,-,-,-,-,7,3,5,-,-,1,-,3,-,6,5
412790,-,13,1,4,2,-,-,-,28,3,4,-,1,1,-,-,2,-,6
412795,2,10,-,5,-,3,-,-,18,4,2,-,-,1,-,-,-,4,9
412796,2,15,-,1,3,-,-,-,27,19,2,-,-,2,-,3,-,4,11
412800,3,27,-,3,1,3,-,-,54,20,9,-,-,1,-,2,-,1,16
412810,9,85,2,38,3,19,-,-,183,76,30,-,-,12,1,6,4,40,100
412820,13,85,3,26,2,9,-,-,111,39,15,3,2,4,-,4,3,4,44
412830,1,4,1,-,-,-,-,-,5,3,3,-,-,-,-,-,-,1,1
412840,-,20,-,7,1,-,-,-,34,9,9,-,-,-,-,1,-,3,8
412850,5,31,-,10,3,3,-,-,56,11,13,1,1,2,-,-,-,16,17
412853,1,6,-,4,1,-,-,-,17,10,1,-,1,1,-,2,2,9,7
412855,2,13,-,1,-,1,-,-,23,6,2,-,-,1,-,-,-,1,10
412860,1,14,-,4,-,-,-,-,10,11,5,-,1,-,-,1,-,-,5
412862,-,3,-,1,-,-,-,-,4,3,2,-,-,-,-,-,-,2,4
412863,2,4,-,-,-,1,-,-,3,1,-,-,-,-,-,1,-,11,4
412865,1,2,-,2,-,-,-,-,8,1,1,-,-,1,-,-,-,-,4
412870,-,9,-,1,-,1,-,-,9,3,4,-,-,1,-,-,-,5,6
412880,2,9,-,6,-,-,-,-,18,6,-,-,-,-,-,2,1,5,5
420005,-,4,-,1,1,-,-,-,3,3,1,-,-,-,-,-,-,1,1
420010,2,12,-,6,-,2,-,-,15,23,4,1,-,-,-,-,1,-,15
420020,-,11,-,3,-,-,-,-,20,3,-,-,-,1,-,-,-,3,9
420030,1,6,1,-,-,-,-,-,6,1,2,-,1,-,-,-,-,-,3
420040,-,11,-,-,1,-,-,-,8,5,4,1,1,-,-,1,1,-,9
420050,1,5,-,2,3,-,-,-,11,8,2,-,-,1,-,1,1,1,9
420055,-,-,-,-,-,-,-,-,3,2,1,-,-,-,-,-,-,1,2
420060,2,3,-,1,-,2,-,-,15,5,1,-,-,-,-,-,-,-,4
420070,-,5,1,-,-,-,-,-,14,3,3,-,1,-,-,1,1,6,9
420075,1,4,-,1,-,-,-,-,2,2,1,-,-,-,-,-,-,-,-
420080,1,5,-,1,-,1,-,-,15,1,3,-,-,-,-,-,2,-,6
420090,-,6,-,1,-,-,-,-,9,2,-,2,-,-,-,-,2,13,2
420100,-,6,-,5,2,1,-,-,18,6,2,-,-,-,-,3,-,3,-
420110,1,6,-,3,-,-,-,-,13,7,2,-,-,-,-,-,-,2,1
420120,-,10,-,3,-,-,-,-,15,5,1,-,-,1,-,1,-,2,7
420125,1,9,-,3,2,-,-,-,9,4,2,-,-,3,-,1,-,4,13
420127,1,6,-,1,-,-,-,-,7,2,-,-,1,-,-,1,-,2,1
420130,6,19,1,9,1,3,-,-,44,11,7,-,1,1,-,3,-,6,16
420140,16,64,5,22,3,5,-,-,142,34,17,-,1,14,-,4,2,10,41
420150,3,10,-,8,1,1,-,-,15,4,-,-,-,-,-,-,-,1,8
420160,2,2,1,-,1,-,-,-,5,1,2,-,-,-,-,-,-,-,3
420165,-,4,-,-,-,-,-,-,4,1,-,-,-,-,-,-,-,-,-
420170,1,2,-,2,-,-,-,-,11,5,-,-,-,2,-,4,1,5,3
420180,-,4,-,-,-,-,-,-,4,5,2,-,-,-,-,1,-,5,2
420190,1,9,1,3,-,2,-,-,10,4,-,-,-,-,-,1,-,-,3
420195,2,12,-,4,1,-,-,-,29,5,3,-,-,2,-,1,-,-,10
420200,21,99,3,26,6,17,-,-,191,51,30,-,2,15,-,6,3,6,68
420205,4,8,-,3,3,1,-,-,25,5,3,-,-,-,-,1,1,6,5
420207,2,9,1,3,-,-,-,-,15,1,1,-,-,-,-,-,-,3,4
420208,-,5,-,-,-,-,-,-,5,3,1,-,-,-,-,-,-,1,3
420209,1,2,-,-,-,-,-,-,3,1,-,-,-,-,-,1,1,-,1
420210,7,18,-,9,1,3,-,-,28,11,4,2,-,5,-,-,-,40,14
420213,-,8,-,1,-,-,-,-,8,7,4,-,-,-,-,-,-,3,3
420215,-,4,-,1,1,1,-,-,5,5,1,-,-,-,-,-,-,-,-
420220,2,15,-,6,3,3,-,-,27,9,2,-,-,1,-,1,1,2,7
420230,9,68,1,11,-,4,-,-,103,25,17,-,-,7,-,8,2,22,60
420240,72,383,8,90,21,53,-,-,427,158,94,2,5,44,2,23,17,49,224
420243,-,6,-,3,-,1,-,-,9,4,-,-,-,-,-,-,-,2,2
420245,-,10,-,3,1,4,-,-,11,10,3,-,-,1,-,-,2,1,5
420250,1,2,-,2,1,-,-,-,5,-,1,-,-,-,-,1,-,6,1
420253,2,3,-,-,-,-,-,-,5,1,-,-,-,-,-,-,-,-,1
420257,-,4,-,2,-,1,-,-,5,-,2,-,-,-,-,-,-,1,1
420260,-,10,1,6,1,1,-,-,24,7,2,-,-,1,-,2,1,10,6
420270,-,7,-,1,-,-,-,-,7,1,-,-,-,-,-,-,-,5,4
420280,7,21,-,14,3,8,-,-,41,17,4,-,1,4,-,4,1,4,18
420285,1,3,-,-,-,-,-,-,13,2,2,-,-,1,-,-,1,3,3
420287,1,5,1,2,-,1,-,-,9,3,1,-,-,1,-,-,-,3,2
420290,20,101,7,35,5,13,-,-,173,44,25,1,1,15,1,13,2,16,64
420300,17,58,-,17,2,5,-,-,109,60,13,2,-,9,-,5,5,53,40
420310,2,5,-,2,1,5,-,-,14,4,4,-,-,1,-,-,-,-,4
420315,-,4,-,1,-,-,-,-,1,1,2,-,-,-,-,-,1,1,-
420320,19,47,3,24,3,8,-,-,68,33,18,1,-,5,-,4,3,5,51
420325,-,3,-,3,-,-,-,-,4,-,-,-,-,1,-,1,-,1,4
420330,-,10,1,2,-,3,-,-,21,7,3,-,-,-,-,-,-,13,7
420340,1,12,-,4,2,1,-,-,10,6,1,-,-,-,-,-,-,4,3
420350,2,6,-,2,1,-,-,-,13,4,4,-,-,-,-,-,-,-,11
420360,9,42,-,8,-,4,-,-,46,24,14,-,-,-,-,-,1,20,24
420370,3,10,-,2,-,1,-,-,14,5,2,-,-,-,-,2,-,3,9
420380,5,53,1,14,7,10,-,-,122,35,11,1,2,8,-,1,7,18,43
420390,4,14,-,3,-,1,-,-,22,10,7,-,-,5,-,2,-,5,16
420395,6,22,-,13,-,6,-,-,51,22,7,-,4,2,-,1,2,2,12
420400,1,16,1,2,2,2,-,-,11,5,3,-,-,1,-,-,1,4,10
420410,-,6,-,-,-,1,-,-,7,2,1,-,-,-,-,-,-,1,3
420415,-,2,-,1,-,-,-,-,6,-,-,-,-,2,-,-,-,1,-
420417,-,3,-,2,-,1,-,-,9,1,3,-,-,-,-,-,-,3,-
420419,-,5,-,1,-,-,-,-,6,-,-,-,-,-,-,-,1,2,2
420420,15,165,2,55,21,12,-,-,195,84,29,-,-,27,1,13,12,24,125
420425,1,16,-,6,1,3,-,-,38,7,5,-,-,-,-,2,1,1,9
420430,12,81,4,28,4,8,-,-,86,33,17,2,-,7,-,5,5,12,43
420435,1,4,-,1,-,-,-,-,6,2,-,-,-,-,-,1,-,-,2
420440,-,14,1,4,1,1,-,-,19,2,2,-,-,1,-,-,-,3,7
420445,-,2,-,2,-,-,-,-,2,1,-,-,-,-,-,-,-,1,3
420450,3,12,-,10,4,-,-,-,28,11,7,-,-,3,-,-,3,4,10
420455,4,17,-,9,-,3,-,-,23,9,3,1,-,1,-,2,1,3,9
420460,64,219,3,39,4,32,-,1,385,118,54,2,4,27,-,18,8,9,98
420470,1,10,-,6,-,4,-,-,37,8,3,-,-,1,-,-,-,1,7
420475,-,2,-,1,-,1,-,-,5,-,-,-,-,-,-,-,-,1,1
420480,16,54,-,14,-,6,-,-,52,20,21,-,1,6,-,5,4,62,29
420490,2,12,-,2,1,3,-,-,11,9,1,-,1,-,-,-,-,3,5
420500,1,20,-,1,2,-,-,-,25,7,2,-,-,-,-,1,-,17,9
420510,1,3,-,2,-,-,-,-,2,4,1,-,-,-,-,-,-,3,1
420515,-,4,-,1,1,-,-,-,4,3,1,-,-,-,-,-,1,1,2
420517,-,2,-,1,-,-,-,-,5,-,-,-,-,-,-,-,-,2,1
420519,-,3,-,2,-,-,-,-,3,3,2,-,1,-,-,1,-,-,1
420520,1,8,-,1,-,-,-,-,7,2,-,-,-,-,-,-,-,3,-
420530,2,13,-,3,-,-,-,-,20,5,-,-,1,1,-,-,-,-,9
420535,1,2,-,-,-,-,-,-,7,3,1,-,-,-,-,-,1,1,-
420540,110,484,10,67,11,50,-,-,584,240,116,2,15,44,1,29,26,25,283
420543,-,4,-,1,-,-,-,-,4,3,-,-,-,-,-,-,-,-,3
420545,2,25,-,5,-,3,-,-,37,6,5,-,1,4,-,-,-,1,13
420550,4,31,2,14,-,3,-,-,39,30,6,1,-,2,1,3,5,20,21
420555,1,3,-,-,-,-,-,-,2,-,-,1,-,-,-,-,-,-,1
420560,1,5,-,1,-,-,-,-,10,3,1,-,-,1,-,-,-,1,3
420570,2,22,-,6,2,3,-,-,33,12,6,-,-,-,-,1,-,4,12
420580,4,9,1,7,2,1,-,-,13,5,3,-,-,2,-,3,1,10,9
420590,11,60,1,22,-,8,-,-,71,32,10,-,-,8,-,2,3,12,46
420600,5,12,-,4,-,-,-,-,19,9,2,-,-,-,-,1,-,6,10
420610,-,5,-,-,-,1,-,-,16,6,2,-,-,1,-,-,-,3,2
420620,2,11,1,9,-,1,-,-,24,17,3,-,-,2,-,2,1,4,6
420630,2,14,1,4,1,2,-,-,43,7,6,-,-,4,-,4,1,1,11
420640,-,13,-,8,4,1,-,-,27,6,1,-,-,4,-,1,-,4,8
420650,6,41,-,9,7,3,-,-,27,9,7,-,-,2,-,1,2,9,20
420660,-,7,-,3,-,-,-,-,8,3,1,-,-,2,-,-,-,-,4
420665,-,4,-,2,-,2,-,-,11,3,2,-,-,1,-,-,-,1,2
420670,3,26,-,3,-,4,-,-,32,15,9,1,-,2,1,3,-,5,16
420675,-,4,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-
420680,-,5,-,1,-,-,-,-,5,4,2,-,-,2,-,-,-,2,4
420690,2,20,3,9,1,3,-,-,34,14,8,1,-,1,-,3,4,8,19
420700,13,50,-,22,-,3,-,-,104,29,17,-,-,2,2,4,1,16,26
420710,4,12,-,3,2,3,-,-,15,7,5,-,-,1,-,2,2,1,9
420720,1,15,-,13,1,1,-,-,31,6,2,-,1,3,-,2,1,13,3
420730,17,44,2,40,7,5,-,-,76,21,14,-,1,6,-,3,-,6,43
420740,1,7,-,3,-,-,-,-,16,5,2,-,-,1,-,-,1,1,1
420750,8,50,2,18,5,6,-,-,71,23,15,2,-,7,-,6,5,18,47
420757,2,4,-,3,-,2,-,-,7,1,1,-,-,-,-,-,-,4,4
420760,-,7,1,3,2,2,-,-,15,4,3,-,-,1,-,-,-,3,2
420765,1,10,-,1,-,1,-,-,9,6,1,-,-,1,-,2,1,3,6
420768,4,5,-,-,-,-,-,-,9,6,-,-,-,-,-,-,1,-,3
420770,1,7,-,4,-,1,-,-,13,7,1,-,-,2,-,1,-,-,6
420775,-,9,1,-,-,-,-,-,6,2,1,-,-,1,-,1,-,-,6
420780,-,8,-,4,-,-,-,-,14,9,3,-,1,-,-,-,-,1,5
420785,-,4,-,-,-,-,-,-,5,1,-,-,-,-,-,-,-,-,4
420790,-,10,-,3,-,2,-,-,16,14,5,-,-,-,-,-,-,1,8
420800,2,8,-,4,1,-,-,-,13,3,-,-,-,3,1,1,2,1,5
420810,4,19,2,6,2,2,-,-,27,10,10,-,-,1,1,1,2,41,13
420820,70,245,2,77,25,30,-,-,273,99,53,1,9,23,1,20,7,9,175
420830,8,36,1,8,-,8,-,1,56,26,12,-,4,7,-,3,-,9,26
420840,3,13,1,5,-,-,-,-,17,10,4,-,1,2,-,2,1,5,8
420845,4,10,-,5,2,1,-,-,24,12,-,-,-,2,-,1,-,4,12
420850,2,29,-,13,1,-,-,-,33,10,7,-,-,4,-,5,-,12,15
420860,-,7,-,6,-,-,-,-,7,1,1,-,-,1,-,-,-,-,-
420870,1,14,-,4,-,-,-,-,29,2,9,1,-,2,-,1,-,1,8
420880,3,14,1,2,-,1,-,-,27,11,6,1,-,1,-,-,1,17,10
420890,23,148,5,34,5,10,-,-,161,78,45,1,8,20,1,14,10,75,86
420895,-,-,-,-,-,-,-,-,6,2,-,-,-,-,-,1,1,-,1
420900,6,39,-,9,1,1,-,-,38,18,12,-,-,2,-,-,2,9,17
420910,119,515,15,111,7,96,-,-,775,297,134,12,8,74,1,35,19,68,256
420915,2,3,-,2,-,-,-,-,7,4,-,-,-,-,-,-,-,2,3
420917,1,2,-,-,1,2,-,-,3,2,1,-,-,-,-,-,-,-,1
420920,-,3,-,1,-,-,-,-,3,1,-,-,-,1,-,-,-,-,1
420930,32,227,7,73,4,21,-,-,223,105,48,2,3,29,1,28,7,119,105
420940,18,78,1,35,10,5,-,-,123,50,22,-,1,10,-,1,1,15,37
420945,1,2,-,-,-,-,-,-,7,-,1,-,-,-,-,-,-,-,3
420950,1,10,-,2,-,-,-,-,8,5,1,-,2,1,-,2,-,1,1
420960,3,12,-,4,-,2,-,-,23,12,3,-,-,2,-,2,-,13,7
420970,1,5,-,3,-,2,-,-,11,5,4,-,-,-,-,2,-,14,3
420980,-,3,-,-,-,1,-,-,4,5,2,-,-,-,-,-,-,7,2
420985,1,3,-,-,1,2,-,-,9,3,2,-,-,-,-,-,-,1,1
420990,2,17,1,7,-,-,-,-,21,5,2,-,-,1,-,-,1,4,7
421000,2,11,-,3,1,2,-,-,24,7,2,-,-,-,-,-,-,3,5
421003,1,8,-,3,4,-,-,-,9,5,3,-,-,1,-,-,-,1,3
421005,1,2,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,1
421010,7,85,2,34,5,10,-,-,122,34,13,1,3,9,1,1,-,22,35
421020,-,3,1,2,-,-,-,-,7,3,1,-,-,-,-,-,-,6,3
421030,-,9,-,1,-,-,-,-,20,7,5,-,1,-,1,-,-,6,3
421040,1,9,-,2,-,1,-,-,14,6,1,-,-,2,-,2,-,8,3
421050,4,26,1,12,4,-,-,-,39,14,12,1,-,-,-,1,1,5,22
421055,-,2,-,1,-,-,-,-,3,1,-,-,-,-,-,1,-,-,-
421060,5,24,-,2,1,-,-,-,32,5,4,-,-,1,-,3,-,10,11
421070,2,2,-,-,-,-,1,-,4,-,1,-,-,-,-,-,-,1,3
421080,-,8,-,2,1,1,-,-,9,4,-,-,-,1,-,1,1,12,5
421085,1,3,-,-,-,-,-,-,6,3,-,-,-,-,-,-,-,1,2
421090,-,4,-,1,-,-,-,-,6,3,1,-,-,-,-,-,-,3,3
421100,2,12,-,3,1,5,-,-,20,5,2,-,-,2,-,1,-,1,11
421105,2,7,-,3,-,1,-,-,12,6,2,1,-,-,-,-,-,7,3
421110,-,11,1,4,1,2,-,-,15,3,3,-,1,2,-,-,-,11,1
