municipality,ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_20
110001,4,9,-,3,1,2,-,-,16,8,4,-,-,3,-,6,3,13,27
110002,18,52,6,20,1,6,-,-,98,30,16,-,2,15,-,14,4,10,94
110003,3,3,-,4,-,1,-,-,5,7,-,-,-,2,-,-,-,1,2
110004,13,52,6,33,2,14,-,-,115,20,14,-,-,7,-,8,3,9,73
110005,2,15,1,5,-,2,-,-,25,10,-,1,-,1,-,-,3,7,21
110006,3,21,-,2,-,1,-,-,35,10,2,-,-,5,-,7,1,6,15
110007,2,2,-,1,2,-,-,-,7,9,-,-,-,-,-,1,2,4,3
110008,1,4,1,1,-,1,-,-,5,1,2,-,-,-,-,1,-,2,16
110009,4,9,-,7,1,1,-,-,30,10,7,1,-,2,1,2,6,35,14
110010,12,23,2,24,-,3,-,-,59,22,10,-,-,7,-,12,2,2,30
110011,9,39,2,14,1,7,-,-,54,18,3,-,1,4,-,8,2,31,40
110012,51,47,1,10,1,5,-,-,151,143,12,-,-,17,4,17,9,164,105
110013,4,14,1,5,1,-,-,-,27,8,2,-,1,2,-,2,2,10,30
110014,4,10,2,6,-,1,-,-,21,4,5,-,-,2,-,6,1,2,10
110015,6,22,-,21,2,4,-,-,64,17,5,-,-,2,-,4,3,5,32
110018,5,15,2,9,-,-,-,-,43,7,4,1,-,4,1,9,2,11,37
110020,145,322,10,122,10,24,-,1,415,185,95,2,14,40,6,95,39,178,502
110025,4,11,-,14,1,1,-,-,25,10,2,1,-,3,-,-,1,11,9
110026,1,2,-,-,-,-,-,-,5,2,-,-,-,-,-,-,-,2,7
110028,17,36,1,12,1,4,-,-,86,12,12,1,-,6,2,3,6,29,46
110029,-,6,-,1,-,1,-,-,8,2,1,-,-,-,-,1,1,3,4
110030,18,39,4,15,1,11,-,-,94,29,20,-,1,11,-,17,7,18,72
110032,2,3,1,5,-,-,-,-,16,4,4,1,-,-,-,1,-,2,20
110033,4,9,-,4,-,2,-,-,22,3,6,-,-,-,-,6,1,11,30
110034,1,6,-,4,-,1,-,-,22,6,-,-,-,-,-,4,-,5,14
110037,1,3,-,3,-,-,-,-,7,3,1,-,-,2,-,2,-,6,13
110040,1,10,-,7,1,-,-,-,25,5,6,-,-,1,-,4,3,10,28
110045,6,9,-,9,1,-,-,-,19,8,2,-,-,5,-,4,1,16,48
110050,-,9,-,1,1,-,-,-,13,4,-,-,-,3,-,-,-,6,5
110060,1,-,-,1,2,-,-,-,8,1,1,-,-,2,-,-,-,2,1
110070,5,6,1,2,-,1,-,-,9,2,2,-,-,-,-,3,-,1,19
110080,4,8,-,5,-,1,-,-,12,5,2,-,1,1,1,6,1,8,25
110090,-,1,-,1,-,-,-,-,5,1,-,-,-,-,-,-,1,1,5
110092,2,-,-,2,-,-,-,-,3,-,2,-,-,-,-,-,1,2,5
110094,2,6,-,4,-,-,-,-,10,3,3,-,-,1,-,3,-,7,16
110100,1,1,1,1,-,-,-,-,8,1,4,-,-,-,-,1,-,2,1
110110,1,3,-,1,-,-,-,-,10,1,3,-,-,-,-,-,-,-,6
110120,3,3,-,1,-,-,-,-,11,3,2,-,-,-,-,1,1,3,8
110130,2,2,1,1,-,1,-,-,12,3,-,-,-,2,-,3,-,1,6
110140,3,11,-,5,-,-,-,-,12,3,-,-,-,1,-,3,1,5,12
110143,1,2,1,-,-,-,-,-,8,2,-,1,-,-,-,-,1,-,3
110145,-,-,1,3,-,-,-,-,4,3,2,-,-,-,-,1,-,2,2
110146,-,1,-,1,-,-,-,-,2,1,1,-,-,-,-,1,1,-,1
110147,-,3,-,1,-,-,-,-,6,2,1,-,-,-,-,-,-,6,1
110148,-,1,-,3,-,-,-,-,5,2,2,-,-,-,-,-,-,1,4
110149,2,4,-,2,1,-,-,-,11,3,3,-,-,2,-,2,1,5,14
110150,1,4,1,3,-,-,-,-,9,2,-,-,-,-,-,1,1,2,9
110155,-,1,-,2,-,-,-,-,3,2,-,-,-,-,-,1,-,1,-
110160,3,5,-,1,-,2,-,-,1,2,1,-,-,-,1,-,-,3,7
110170,-,10,-,4,-,-,-,-,14,2,2,-,-,1,-,1,1,1,6
110175,2,-,1,2,-,-,-,-,8,1,2,-,-,-,-,-,-,2,11
110180,1,3,-,1,-,-,-,-,13,3,-,-,-,-,-,1,-,-,1
120001,3,2,-,2,-,-,-,-,6,4,2,-,-,1,-,3,1,1,6
120005,2,5,-,1,-,1,-,-,5,-,2,-,-,-,-,2,1,3,3
120010,3,12,-,9,1,-,-,-,17,9,4,-,1,2,-,5,-,16,19
120013,1,2,1,-,-,-,-,-,2,2,-,-,-,-,-,3,-,8,-
120017,3,5,-,2,1,-,-,-,7,2,1,-,1,1,-,2,-,-,5
120020,15,27,2,16,-,4,-,-,63,35,18,-,-,8,2,13,3,78,43
120025,2,2,-,-,-,1,-,-,9,3,1,-,-,-,-,4,1,22,6
120030,5,6,1,4,2,2,-,-,27,9,9,-,1,-,-,4,2,22,13
120032,1,2,-,1,1,-,-,-,-,3,1,-,-,1,-,2,1,2,-
120033,3,-,-,2,-,-,-,-,5,5,-,-,-,1,-,2,-,10,9
120034,-,1,1,-,-,1,-,-,2,-,1,-,-,1,-,4,1,6,4
120035,3,1,2,3,-,1,-,-,6,3,2,-,-,-,-,2,-,4,2
120038,-,5,-,5,1,-,-,-,16,5,1,-,-,-,-,1,-,22,9
120039,8,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2,1,7,2
120040,88,224,6,101,29,34,-,-,327,186,89,1,7,43,2,63,21,114,255
120042,2,4,1,2,-,1,-,-,6,1,-,-,-,-,-,5,-,2,4
120043,6,1,-,-,-,-,-,-,-,1,2,-,-,-,-,-,1,3,1
120045,6,6,1,9,1,2,-,-,24,6,5,1,-,3,1,-,4,4,12
120050,13,6,3,11,1,2,-,-,29,13,11,-,-,4,1,12,1,26,16
120060,12,12,2,9,1,1,-,-,23,10,8,-,-,2,-,7,1,33,15
120070,2,3,2,6,-,-,-,-,22,6,4,-,-,1,-,5,1,14,4
120080,2,4,-,1,-,-,-,-,8,6,5,-,-,1,1,5,1,11,11
130002,1,1,1,2,-,-,-,-,1,2,-,-,-,-,-,4,1,6,5
130006,1,1,-,-,-,-,-,-,5,-,-,-,-,-,2,1,2,2,3
130008,2,1,-,3,-,-,-,-,2,-,2,-,-,-,1,1,1,6,2
130010,1,2,-,1,3,1,-,-,5,4,1,-,-,-,1,1,1,16,5
130014,1,4,1,2,1,1,-,-,9,3,5,-,-,1,-,2,1,2,23
130020,6,3,-,7,-,-,-,-,1,6,1,-,-,-,2,5,1,4,3
130030,6,7,-,4,2,1,-,-,17,5,1,-,-,1,-,5,2,29,18
130040,3,6,-,4,-,-,-,-,9,5,2,-,-,2,-,3,-,6,6
130050,6,3,2,7,-,-,-,-,11,3,6,-,-,2,1,5,1,35,1
130060,14,13,2,7,1,2,-,-,7,12,1,-,1,-,2,7,-,49,19
130063,1,3,-,3,-,-,-,-,12,2,1,-,-,1,2,3,1,2,5
130068,-,4,-,2,1,1,-,-,6,3,2,-,-,1,-,2,1,12,3
130070,4,7,1,3,1,1,-,-,19,4,8,-,-,-,-,3,1,20,13
130080,5,14,1,7,-,1,-,-,10,7,4,1,-,1,-,4,4,11,11
130083,-,1,-,-,-,-,-,-,2,2,1,-,-,-,-,1,-,8,-
130090,3,1,-,-,-,1,-,-,6,4,-,-,-,-,-,2,1,6,5
130100,4,8,1,1,1,1,-,-,10,7,4,-,-,2,1,12,-,37,8
130110,2,5,-,4,-,-,-,-,16,6,2,-,-,1,1,2,2,17,14
130115,-,3,-,3,-,-,-,-,6,2,2,-,-,-,1,4,-,29,5
130120,17,25,1,5,2,1,-,-,58,21,10,-,-,6,-,14,3,25,33
130130,1,6,-,4,-,-,-,-,13,6,4,-,-,1,1,4,4,20,11
130140,15,12,1,6,2,1,-,-,21,7,7,-,-,-,2,15,10,14,19
130150,5,6,-,4,3,-,-,-,17,5,6,-,-,1,-,4,1,-,9
130160,6,4,2,2,-,3,-,-,13,6,5,-,-,-,2,2,3,2,10
130165,1,2,-,2,-,-,-,-,3,2,3,-,-,-,-,3,-,18,-
130170,3,16,-,4,-,1,-,-,19,15,7,-,-,2,1,4,1,30,19
130180,4,1,-,-,1,-,-,-,-,2,2,-,-,1,1,2,-,17,-
130185,14,18,1,11,-,-,-,-,35,6,4,-,2,2,1,4,5,20,29
130190,16,21,2,17,-,1,-,-,59,27,14,-,3,3,-,25,4,111,30
130195,-,1,-,-,-,-,-,-,2,1,1,-,-,-,-,-,-,5,2
130200,-,3,-,1,-,-,-,-,5,3,-,-,-,2,-,1,-,4,4
130210,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,1,1,4
130220,-,-,-,5,-,-,-,-,4,2,4,-,-,-,1,-,-,2,3
130230,1,2,-,-,-,1,-,-,1,2,3,-,-,-,-,1,2,2,-
130240,3,7,2,6,3,-,-,-,22,4,8,1,-,2,2,8,1,19,13
130250,18,33,-,22,4,4,-,-,70,31,15,1,3,9,2,14,10,18,55
130255,2,3,1,3,-,-,-,-,9,5,1,-,-,-,-,1,-,5,11
130260,535,1436,47,455,33,125,-,6,1535,706,350,21,47,133,31,263,184,902,1555
130270,5,11,-,8,1,-,-,-,22,8,3,-,-,-,-,12,5,40,8
130280,4,1,1,2,-,-,-,-,2,1,2,-,-,1,-,5,-,7,1
130290,9,18,-,14,1,1,-,-,22,18,7,1,1,-,-,8,3,79,29
130300,-,2,-,3,-,-,-,-,4,2,-,-,1,1,-,2,1,26,-
130310,5,8,-,5,-,-,-,-,19,1,2,-,-,-,1,5,1,26,10
130320,1,1,-,1,1,-,-,-,8,1,1,-,-,1,-,2,-,14,10
130330,-,2,1,2,-,1,-,-,6,1,1,-,-,-,-,4,1,7,10
130340,18,38,1,49,1,2,-,-,93,17,6,-,1,4,-,18,8,45,33
130350,3,4,-,2,-,-,-,-,10,4,3,-,-,-,-,2,2,5,5
130353,5,14,1,7,1,2,-,-,14,7,6,-,-,-,1,3,2,4,17
130356,1,10,-,3,-,-,-,-,12,5,-,-,-,-,-,8,1,8,17
130360,2,5,-,4,-,1,-,-,5,5,2,-,-,-,1,3,2,8,7
130370,2,4,-,-,-,-,-,-,1,4,3,-,1,-,-,7,-,33,6
130380,14,8,1,13,1,-,-,-,25,19,4,-,-,3,2,9,4,66,45
130390,-,1,1,1,1,-,-,-,6,3,-,-,-,2,-,4,1,52,4
130395,-,5,-,3,1,-,-,-,7,1,-,-,-,-,-,1,-,4,5
130400,1,5,-,1,-,-,-,-,-,3,-,-,1,1,-,2,1,3,9
130406,30,16,2,15,1,4,-,-,28,28,10,-,1,3,2,12,6,12,37
130410,1,4,2,2,-,-,-,-,9,2,2,-,-,-,1,2,-,18,5
130420,17,17,1,16,1,6,-,-,23,13,11,1,-,4,-,17,1,31,30
130423,-,-,-,1,-,2,-,-,2,1,1,-,-,-,-,-,-,3,3
130426,3,3,-,-,-,1,-,-,4,6,1,-,-,-,1,5,6,3,5
130430,-,4,-,7,-,-,-,-,12,2,2,-,-,-,-,-,-,8,9
130440,1,6,-,-,-,-,-,-,4,1,2,-,-,5,-,-,-,16,1
140002,7,3,-,1,-,1,-,-,4,4,3,-,-,2,-,-,-,1,6
140005,2,7,-,1,1,1,-,-,9,4,1,1,-,2,-,1,2,-,8
140010,58,158,7,79,2,19,-,-,234,86,65,5,3,17,1,43,19,58,244
140015,6,2,1,5,1,-,-,-,4,3,-,2,-,2,-,2,2,-,8
140017,1,7,-,2,1,2,-,-,7,4,2,-,-,1,-,1,2,2,14
140020,6,10,-,6,-,1,-,-,12,9,1,-,-,2,-,-,-,1,13
140023,2,5,-,4,-,-,-,-,2,3,1,-,-,3,-,1,-,1,6
140028,3,1,1,-,-,1,-,-,9,3,2,-,-,1,-,2,-,-,9
140030,1,5,3,4,-,2,-,-,13,5,1,-,-,1,-,3,-,6,8
140040,2,3,2,2,1,1,-,-,8,4,1,-,-,2,-,3,-,-,8
140045,-,4,-,2,-,-,-,-,9,4,2,-,-,1,-,3,1,3,8
140047,3,4,-,3,1,-,-,-,13,3,4,-,1,2,-,2,1,1,21
140050,4,2,2,2,-,-,-,-,7,1,-,-,-,-,-,2,1,-,5
140060,1,4,-,2,-,-,-,-,7,1,2,-,-,-,-,-,-,-,11
140070,4,3,1,1,-,1,-,-,3,2,2,1,-,1,-,1,1,2,3
150010,32,93,1,28,-,3,-,-,134,69,25,1,-,8,2,27,10,21,87
150013,1,5,-,1,-,-,-,-,11,2,3,-,-,-,-,1,1,1,7
150020,10,16,1,7,-,1,-,-,43,6,9,-,1,2,-,14,-,15,10
150030,2,6,-,-,-,-,-,-,11,2,2,-,1,-,-,8,3,4,9
150034,2,5,1,1,-,1,-,-,14,4,4,-,-,-,-,1,-,5,12
150040,9,17,2,18,2,1,-,-,55,10,6,-,-,2,1,13,3,20,22
150050,2,16,-,1,-,-,-,-,21,4,2,-,-,-,1,14,2,11,11
150060,22,53,4,35,4,8,-,-,110,47,33,1,1,6,2,23,11,43,133
150070,3,5,1,2,-,2,-,-,23,6,1,-,-,-,1,6,-,7,9
150080,152,262,12,119,10,20,-,-,480,228,99,6,9,33,2,97,25,160,637
150085,2,5,-,8,-,-,-,-,19,5,4,-,-,2,-,3,2,8,30
150090,9,16,2,8,-,-,-,-,38,10,6,2,1,1,3,7,1,17,13
150095,1,4,1,3,-,-,-,-,14,8,1,-,-,2,-,7,1,13,8
150100,2,-,-,3,1,-,-,-,3,-,-,-,-,-,-,2,-,17,4
150110,6,-,-,1,-,1,-,-,7,6,-,-,-,-,1,6,1,8,5
150120,4,5,-,5,-,4,-,-,17,2,3,-,-,1,1,4,2,2,17
150125,-,1,-,2,-,-,-,-,9,-,-,-,-,-,-,1,-,-,4
150130,14,25,3,20,-,5,-,-,72,27,14,-,1,8,-,21,3,83,62
150140,515,1191,46,457,23,123,-,-,1910,983,380,36,40,151,6,222,86,525,1272
150145,3,9,2,5,1,1,-,-,17,4,6,-,1,-,-,2,-,8,7
150150,12,22,-,14,-,3,-,-,48,28,14,-,-,4,-,6,1,30,55
150157,2,6,-,-,-,-,-,-,13,-,2,-,-,1,-,2,-,1,8
150160,2,1,1,2,-,-,-,-,8,2,2,1,-,-,-,4,1,2,4
150170,38,23,1,20,2,7,-,-,67,33,21,-,2,7,2,21,3,250,56
150172,2,9,1,5,1,-,-,-,17,8,4,-,-,2,-,10,3,5,6
150175,2,3,1,3,-,-,-,-,10,5,2,-,-,-,-,1,1,2,13
150178,13,18,1,11,1,2,-,-,45,15,6,-,-,4,1,7,2,3,42
150180,12,19,5,7,-,4,-,-,32,16,8,-,-,4,-,21,8,70,37
150190,5,9,-,9,-,-,-,-,15,11,3,-,-,2,-,6,1,14,10
150195,2,4,-,5,1,-,-,-,8,3,3,-,1,-,-,3,-,3,10
150200,1,9,-,-,-,1,-,-,19,5,-,-,-,-,-,3,2,7,3
150210,29,41,7,23,1,7,-,-,100,47,17,1,-,11,1,40,10,32,34
150215,4,16,-,6,-,1,-,-,27,7,6,-,-,5,1,2,2,9,24
150220,15,26,-,23,-,2,-,-,67,27,24,-,1,4,-,10,2,55,30
150230,8,8,1,8,-,-,-,-,20,10,4,-,-,2,-,12,2,52,51
150240,37,100,5,56,5,5,-,-,187,86,42,-,3,11,1,32,10,67,181
150250,1,3,1,1,-,1,-,-,1,2,1,-,-,-,-,3,-,5,2
150260,2,3,-,6,-,-,-,-,9,-,3,-,1,1,-,-,1,1,2
150270,6,17,1,21,4,-,-,1,64,15,6,-,1,4,-,4,2,51,30
150275,4,7,-,3,-,-,-,-,12,8,3,-,-,-,-,4,-,45,9
150276,2,1,1,-,-,-,-,-,5,2,-,-,-,-,-,-,1,3,5
150277,3,10,-,8,-,2,-,-,24,6,3,-,-,1,-,4,1,13,19
150280,5,6,2,2,-,1,-,-,14,11,3,-,-,1,1,5,1,6,6
150285,-,3,-,-,-,-,-,-,2,-,1,-,-,-,-,1,1,31,1
150290,12,15,-,8,6,-,-,-,24,8,6,-,-,4,-,11,2,27,13
150293,7,11,1,5,1,1,-,1,31,10,3,-,1,1,2,6,2,29,46
150295,5,5,1,11,-,2,-,-,32,8,4,-,-,2,-,3,2,57,40
150300,3,3,-,6,-,-,-,-,11,2,-,-,1,-,-,-,-,1,2
150304,1,6,-,2,1,1,-,-,20,3,1,-,-,1,1,6,-,-,21
150307,5,4,4,1,-,-,-,-,18,6,3,-,-,-,1,4,1,40,12
150309,7,11,2,3,-,6,-,-,16,6,3,1,-,1,-,9,4,25,40
150310,1,4,1,-,-,1,-,-,9,2,-,-,-,-,-,6,1,14,9
150320,8,23,1,16,1,-,-,-,43,22,9,1,-,4,1,1,1,8,14
150330,10,18,2,2,-,1,-,-,38,16,5,-,-,5,5,13,7,74,27
150340,3,6,-,3,-,1,-,-,12,7,1,-,-,1,-,-,-,3,5
150345,7,8,3,4,1,2,-,-,19,4,2,-,-,2,1,5,2,11,33
150350,10,13,2,9,-,1,-,-,34,7,2,-,1,1,1,8,2,11,14
150360,34,32,8,22,4,8,-,-,120,26,24,-,2,6,-,27,5,31,96
150370,8,11,1,13,3,5,-,-,47,7,8,-,-,3,1,6,3,20,38
150375,6,3,1,6,-,-,-,-,8,7,1,-,-,1,-,7,-,14,4
150380,6,18,-,14,1,2,-,-,81,18,6,1,-,3,1,17,2,17,55
150390,5,2,-,5,-,1,-,-,24,11,2,-,-,4,-,20,2,15,7
150400,2,4,3,2,-,-,-,-,10,3,1,-,-,3,-,6,-,21,2
150405,9,22,-,5,-,1,-,-,46,11,5,1,1,2,1,8,-,19,28
150410,2,5,-,3,-,-,-,-,9,5,2,-,-,1,-,-,-,16,3
150420,61,75,9,57,6,12,-,-,229,65,53,5,2,17,4,51,27,157,370
150430,5,6,-,6,-,-,-,-,9,5,7,1,-,1,-,1,-,34,12
150440,7,23,1,9,2,-,-,-,26,17,6,-,-,1,-,1,-,12,6
150442,31,56,2,29,3,5,-,-,90,42,23,-,2,10,1,26,3,52,164
150445,3,6,-,3,3,-,-,-,25,7,3,-,-,3,1,2,4,14,11
150450,2,2,-,1,-,-,-,-,4,7,3,-,-,-,-,3,1,19,2
150460,4,9,1,2,-,-,-,-,17,2,2,1,-,1,-,4,3,35,13
150470,9,19,2,7,-,1,-,-,26,19,5,-,-,2,-,27,2,10,52
150475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
150480,8,20,2,18,2,1,-,-,52,14,7,-,1,6,-,24,3,20,27
150490,2,17,1,5,-,2,-,-,19,13,4,-,-,1,-,6,2,14,6
150495,1,2,-,5,-,-,-,-,13,6,-,-,1,-,-,7,-,17,8
150497,3,7,-,1,-,1,-,-,13,3,-,-,1,1,-,1,-,5,14
150500,1,13,-,8,-,-,-,-,18,3,2,-,-,-,1,-,-,8,3
150503,12,8,-,6,1,2,-,-,21,2,3,-,-,-,-,9,2,27,35
150506,9,13,1,10,-,3,-,-,42,13,10,-,-,7,1,18,1,34,52
150510,9,10,-,8,1,2,-,-,42,10,6,-,-,1,-,15,-,56,16
150520,9,3,1,3,-,1,-,-,22,13,4,-,-,3,1,12,1,11,7
150530,15,15,1,8,-,2,-,-,36,16,4,-,2,1,-,8,2,96,16
150540,1,5,1,1,-,-,-,-,15,4,1,-,-,2,2,2,-,6,10
150543,10,6,1,2,1,-,-,-,16,7,3,-,-,2,-,8,2,6,42
150548,8,7,-,7,1,4,-,-,22,12,8,-,1,1,-,13,2,8,50
150549,1,3,1,3,-,1,-,-,14,1,3,-,-,1,-,1,-,-,8
150550,20,31,5,29,1,3,-,-,62,25,14,-,1,7,-,25,8,39,140
150553,24,44,2,19,2,9,-,-,98,51,12,-,2,10,4,38,13,24,160
150555,-,1,-,1,-,1,-,-,6,6,-,-,-,-,-,4,-,9,4
150560,-,8,-,1,-,1,-,-,9,3,2,-,-,-,-,2,-,6,4
150563,4,1,-,3,-,2,-,-,12,6,1,-,-,1,-,2,-,-,6
150565,7,1,-,3,-,-,-,-,7,5,-,-,1,2,1,1,-,12,7
150570,2,9,1,-,-,-,-,-,8,6,5,-,-,1,1,7,-,4,5
150580,10,4,3,7,1,1,-,-,18,18,4,-,2,1,2,7,1,33,20
150590,2,12,1,1,-,-,-,-,20,5,3,-,-,3,2,7,1,20,11
150600,5,4,-,12,-,-,-,-,33,5,-,-,2,1,1,7,2,5,11
150610,3,5,-,6,-,1,-,-,11,3,2,-,2,1,-,2,-,9,6
150611,1,6,-,8,-,-,-,-,8,3,2,-,-,2,-,5,-,-,-
150613,23,35,4,25,3,4,-,-,108,32,21,1,1,6,1,15,1,29,98
150616,2,9,-,7,-,-,-,-,37,10,4,1,1,3,-,6,-,5,21
150618,15,21,1,10,-,3,-,-,50,7,11,-,-,3,-,16,3,4,58
150619,4,4,-,4,-,1,-,-,18,4,6,-,-,1,-,4,-,3,9
150620,15,15,3,9,-,3,-,-,23,8,4,-,-,3,-,7,1,54,25
150630,1,12,2,4,1,-,-,-,35,7,3,-,1,2,-,6,-,10,11
150635,5,15,1,1,-,-,-,-,21,4,6,-,-,2,-,-,1,8,9
150640,1,3,-,1,-,-,-,-,5,-,-,-,1,-,-,-,-,11,-
150650,4,20,3,10,-,1,-,-,42,21,12,-,-,1,1,8,3,53,53
150655,2,16,3,7,-,-,-,-,22,3,2,-,-,3,-,4,-,3,10
150658,2,5,-,4,-,-,-,-,8,3,1,-,-,2,-,1,-,26,9
150660,6,12,-,10,1,-,-,-,22,8,5,1,-,-,-,2,1,38,26
150670,14,7,1,3,1,-,-,-,38,12,4,-,-,3,-,3,1,15,55
150680,40,143,20,111,5,31,-,-,273,74,50,4,5,23,-,72,15,229,93
150690,1,4,-,1,-,-,-,-,9,1,-,-,-,1,-,-,-,3,2
150700,6,9,1,4,-,1,-,-,22,8,4,1,-,-,-,3,2,37,14
150710,3,5,1,4,1,-,-,-,6,6,1,-,-,2,-,-,2,27,7
150715,4,6,2,3,-,-,-,-,25,3,6,-,-,2,1,2,-,23,38
150720,5,7,3,6,-,-,-,-,18,18,4,-,-,3,1,8,3,19,13
150730,10,15,2,7,3,1,-,-,24,12,5,-,-,4,-,9,5,25,70
150740,2,4,1,5,1,1,-,-,22,6,5,-,-,2,-,3,1,1,8
150745,3,15,-,6,-,-,-,-,39,5,10,-,-,2,1,4,2,5,37
150746,1,-,-,2,1,-,-,-,6,1,2,-,-,-,-,-,1,6,4
150747,4,8,2,4,1,-,-,-,6,5,3,-,-,2,-,2,1,44,16
150750,1,2,-,1,-,1,-,-,8,1,5,-,-,1,-,1,-,18,12
150760,12,12,1,13,-,1,-,-,25,4,8,-,-,2,1,11,5,55,36
150770,3,3,-,2,-,1,-,-,7,2,2,-,-,-,1,8,2,4,4
150775,-,4,-,4,-,-,-,-,3,2,3,-,-,-,-,1,-,1,5
150780,2,4,1,-,-,1,-,-,6,1,1,-,-,-,-,1,-,8,2
150790,6,7,-,-,-,1,-,-,26,14,4,1,-,4,-,3,2,2,1
150795,18,16,-,8,-,4,-,-,50,15,7,-,-,5,-,19,8,31,106
150796,6,6,-,3,-,-,-,-,4,3,2,-,-,1,-,3,1,4,8
150797,3,6,1,5,-,1,-,-,19,1,6,1,-,-,1,3,1,16,4
150800,8,13,2,14,-,1,-,-,40,12,4,3,-,3,1,26,2,59,63
150803,7,11,1,9,2,-,-,-,32,12,4,-,1,1,-,5,2,9,10
150805,1,3,-,-,1,-,-,-,6,1,-,-,-,-,-,4,-,27,2
150808,7,17,-,8,-,-,-,-,16,8,3,-,-,-,-,11,3,14,87
150810,18,53,5,23,-,2,-,-,95,31,24,-,2,11,-,32,3,9,106
150812,5,6,-,8,1,3,1,-,16,1,5,-,-,-,-,4,-,3,27
150815,6,15,3,12,2,2,-,-,26,6,11,-,-,4,1,10,6,24,35
150820,9,14,-,9,-,2,-,-,26,11,7,1,1,4,-,10,3,64,23
150830,9,13,3,9,-,1,1,-,22,18,6,-,-,3,2,12,3,49,15
150835,1,4,-,1,-,-,-,-,7,2,4,-,-,-,-,2,-,8,1
150840,6,13,-,5,2,2,-,-,47,11,5,-,-,3,-,7,2,14,52
160005,-,-,1,-,-,-,-,-,3,1,-,-,-,-,-,1,-,2,1
160010,1,3,-,1,-,1,-,-,3,4,1,-,-,-,-,-,-,3,4
160015,-,1,-,1,-,-,-,-,1,1,-,-,-,1,-,1,-,1,2
160020,-,-,-,2,-,-,-,-,1,2,2,-,-,-,-,-,1,6,10
160021,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,1
160023,-,1,-,1,-,1,-,-,3,1,1,-,-,-,-,1,-,5,1
160025,-,-,-,1,-,1,-,-,1,2,-,-,-,-,-,-,-,1,1
160027,4,15,1,6,1,-,-,-,28,3,2,-,1,1,-,13,1,7,29
160030,84,158,6,58,4,19,1,-,224,131,53,2,2,17,1,140,18,179,332
160040,4,3,-,1,-,1,-,-,9,4,1,1,-,-,-,7,-,13,10
160050,4,4,-,2,-,-,-,-,8,5,-,-,-,1,-,3,1,8,14
160053,3,2,-,4,-,2,-,-,9,2,-,-,-,-,-,4,1,7,11
160055,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1
160060,14,27,3,14,-,2,-,-,51,36,16,-,2,4,2,25,3,52,75
160070,1,3,-,1,-,1,-,-,2,4,-,-,-,-,-,6,-,1,8
160080,5,4,-,1,1,1,-,-,4,4,-,-,-,-,-,-,1,6,3
170025,-,-,1,-,-,-,-,-,3,-,-,-,-,-,-,-,-,2,2
170030,1,4,-,3,-,1,-,-,8,-,-,-,-,-,-,1,1,1,1
170035,3,7,-,8,-,5,-,-,11,5,-,-,-,-,1,-,-,1,10
170040,4,4,-,3,1,-,-,-,13,1,4,-,-,1,-,1,-,1,3
170070,1,4,-,3,2,-,-,-,23,3,1,1,-,1,-,3,2,4,11
170100,1,7,-,3,-,-,-,-,19,3,1,-,-,-,1,3,-,-,13
170105,-,1,-,1,-,-,-,-,4,1,2,-,-,-,-,-,-,-,2
170110,1,1,-,-,-,1,-,-,4,1,1,-,-,1,-,2,-,4,5
170130,1,2,-,3,-,-,-,-,7,1,1,-,-,-,-,-,-,-,2
170190,3,4,1,1,-,-,-,-,11,1,1,-,1,-,-,1,1,-,2
170200,2,4,-,8,-,1,-,-,13,5,1,-,-,-,-,-,3,4,10
170210,28,124,4,41,2,16,-,-,221,83,47,4,1,8,2,12,10,5,153
170215,-,3,1,1,-,-,-,-,8,1,1,-,-,-,-,-,-,-,3
170220,5,16,1,15,1,5,-,-,46,10,7,-,1,4,-,5,2,8,31
170230,1,11,-,6,1,2,-,-,11,3,1,-,-,-,-,2,-,-,4
170240,2,4,-,4,1,2,-,-,26,2,5,-,-,2,-,8,1,3,3
170255,4,19,1,10,3,1,-,-,32,5,3,-,1,2,1,4,1,1,12
170270,2,-,-,-,-,-,-,-,3,1,2,-,-,1,-,-,1,1,4
170290,5,4,-,3,1,-,-,-,25,6,6,-,1,-,-,2,-,4,5
170300,1,4,-,3,1,2,-,-,20,3,5,-,-,-,-,-,1,-,4
170305,1,2,-,2,-,1,-,-,-,1,1,-,-,-,-,1,-,-,3
170307,-,3,-,1,-,1,-,-,12,1,1,-,-,1,1,1,-,1,3
170310,-,3,-,8,-,3,-,-,14,2,2,-,-,1,-,2,1,-,6
170320,1,1,-,3,-,-,-,-,4,3,-,-,-,-,-,-,-,-,5
170330,-,1,-,3,-,-,-,-,6,-,-,-,-,-,-,-,-,-,7
170360,-,2,-,-,-,-,-,-,4,1,-,1,-,-,-,1,-,-,2
170370,-,3,-,2,1,-,-,-,7,2,1,-,-,-,-,2,-,2,6
